address,subdistrict_code,rent,deposit,Let type,Furnish Type,Coucil Tax,PROPERTY TYPE,BEDROOMS,BATHROOMS,SIZE,avg_distance_to_nearest_station,nearest_station_count
"Badgers Close, Hayes, Middlesex, UB3",UB3,1200,0,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Ground Flat,1.0,,Ask agent,1.6,3
"Chapel Place, Shoreditch, London, EC2A",EC2A,3500,4038,Long term,Part furnished,Ask agent,Apartment,2.0,2.0,Ask agent,0.3,3
"Aintree Close, Uxbridge, Greater London, UB8",UB8,1200,0,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Apartment,1.0,,Ask agent,1.8,3
"Colney Hatch Lane, Muswell Hill, London, N10",N10,1400,0,Long term,Unfurnished,Ask agent,Apartment,1.0,1.0,Ask agent,0.9,3
"Macklin Street, London, WC2B",WC2B,2300,2653,Long term,Furnished,Ask agent,Apartment,1.0,1.0,751 sq ft,0.2,3
"Wood End Green Road, Hayes, Middlesex, UB3",UB3,1100,0,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Apartment,1.0,,Ask agent,1.9,3
"Haverstock Hill, Belsize Park, NW3",NW3,3792,0,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Flat,3.0,2.0,603 sq ft,0.3,3
"Tudor Way, Uxbridge, Greater London, UB10",UB10,850,0,Long term,Ask agent,Ask agent,Ground Flat,,,Ask agent,0.8,3
"Tudor Way, Uxbridge, Greater London, UB10",UB10,1000,0,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Studio,,,Ask agent,0.8,3
"Kings Tower, Chelsea Creek, SW6",SW6,4200,5815,Long term,Ask agent,Ask agent,Apartment,2.0,2.0,Ask agent,0.4,3
"Whittington Road, Bounds Green, London, N22",N22,1100,1269,Long term,Part furnished,Ask agent,Apartment,,,Ask agent,0.4,3
"Strand, 
Aldwych, WC2R",WC2R,4767,6600,Long term,Part furnished,Ask agent,Flat,1.0,1.0,Ask agent,0.3,3
"Kilburn High Road, London, NW6",NW6,1300,1500,Long term,Ask agent,Ask agent,Studio,,,194 sq ft,0.2,3
"Birkbeck Road, Enfield, EN2",EN2,1600,0,Long term,Unfurnished,Ask agent,Apartment,2.0,1.0,Ask agent,0.8,3
"Kilburn High Road, London, NW6",NW6,1400,1615,Short term,Furnished,Ask agent,Studio,,,194 sq ft,0.2,3
"Kilburn High Road, London, NW6",NW6,1500,1730,Short term,Furnished,Ask agent,Studio,,,205 sq ft,0.2,3
"Charing Cross Road, London, WC2H",WC2H,2700,3115,,Part furnished,Ask agent,Apartment,1.0,1.0,Ask agent,0.1,3
"Lanson Building, 348 Queenstown Road, London, SW11",SW11,3250,0,Long term,Furnished,Ask agent,Apartment,2.0,2.0,Ask agent,0.3,3
"Whitchurch Lane, HA8",HA8,1650,1903,Long term,Unfurnished,Ask agent,Flat,2.0,1.0,Ask agent,0.6,3
"Meard Street, Soho, London, W1F",W1F,9997,13850,Long term,Unfurnished,Ask agent,Semi-Detached,4.0,4.0,Ask agent,0.2,3
"Shorts Gardens, Covent Garden, WC2H",WC2H,3467,4000,Long term,Furnished,Ask agent,Apartment,1.0,1.0,Ask agent,0.2,3
"Cara House,48 Capitol Way, The Northern Quarter, NW9",NW9,2100,2423,Long term,Furnished,Ask agent,Flat,2.0,2.0,Ask agent,0.7,3
"Patcham Terrace, Wandsworth, SW8",SW8,4000,0,Long term,Furnished,Ask agent,Apartment,2.0,2.0,Ask agent,0.2,3
"Mysore Road, London, SW11",SW11,2750,0,Long term,Furnished,Ask agent,Apartment,3.0,1.0,Ask agent,0.7,3
"Kilburn High Road, London, NW6",NW6,1200,1385,Short term,Furnished,Ask agent,Studio,,,183 sq ft,0.2,3
"Battersea Park Road, London, SW11",SW11,1895,0,Long term,Furnished,Ask agent,Apartment,1.0,1.0,Ask agent,0.7,3
"Ormond House, Medway Street, Westminster, London, SW1P",SW1P,2747,3173,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Apartment,2.0,2.0,Ask agent,0.4,3
"Highlands, Farnham Common, Slough, SL2",SL2,2700,0,Long term,Unfurnished,Ask agent,Town House,4.0,2.0,Ask agent,3.2,3
"Templars Avenue, London, NW11",NW11,1350,1557,Long term,Furnished,Ask agent,Apartment,,1.0,Ask agent,0.8,3
"Eton College Road, NW3",NW3,2200,2538,Long term,Furnished,Ask agent,Block of Apartments,1.0,1.0,553 sq ft,0.3,3
"Golders Green Road, London, NW11",NW11,2350,2711,Long term,Unfurnished,Ask agent,Apartment,2.0,1.0,650 sq ft,0.7,3
"Palace View, 1 Lambeth High Street, London, SE1",SE1,2400,2885,,Unfurnished,Ask agent,Apartment,1.0,1.0,Ask agent,0.6,3
"Regal House, Lensbury Avenue, London, SW6",SW6,3077,0,Long term,Furnished,Ask agent,Apartment,2.0,2.0,Ask agent,0.6,3
"The Atrium, Park Road, NW8",NW8,14083,19500,Long term,Unfurnished,Ask agent,Apartment,4.0,3.0,"2,229 sq ft",0.5,3
"Elers Road, London, W13",W13,1196,1384,Long term,Furnished,Ask agent,Studio,,1.0,450 sq ft,0.5,3
"Metro Central Heights, 119 Newington Causeway, London, SE1",SE1,2097,0,,Furnished,Ask agent,Apartment,2.0,2.0,Ask agent,0.1,3
"High Street, London, N14",N14,1950,2250,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Flat,2.0,1.0,Ask agent,0.7,3
"Firs Park Avenue, N21",N21,2200,2538,Long term,Unfurnished,Ask agent,Semi-Detached,3.0,1.0,Ask agent,0.9,3
"Lyons Dock, Greenford, Middlesex, UB6",UB6,2977,0,Long term,Unfurnished,Ask agent,Apartment,3.0,2.0,941 sq ft,0.6,3
"Syke Ings, Iver",IVER,2800,3230,Long term,Unfurnished,Ask agent,Detached,4.0,2.0,Ask agent,1.1,3
"Macaulay Road, SW4",SW4,1668,1925,Long term,Furnished,Ask agent,Flat,1.0,1.0,Ask agent,0.4,3
"Hanover Gate Mansion, St. Johns Wood, NW1",NW1,2250,2596,Long term,Furnished,Ask agent,Apartment,1.0,1.0,Ask agent,0.4,3
"Barnet Way, Mill Hill, NW7",NW7,2800,3230,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Semi-Detached,3.0,2.0,Ask agent,1.2,3
"Casson Square, London, SE1",SE1,4500,6230,Long term,Furnished,Ask agent,Apartment,2.0,2.0,Ask agent,0.2,3
"Campfield Road, St. Albans, Hertfordshire, AL1",AL1,950,1095,Long term,Part furnished,Ask agent,House of Multiple Occupation,1.0,,Ask agent,1.3,3
"Kensington Park Road, London, W11",W11,1200,0,Long term,Furnished,Ask agent,Studio,,1.0,Ask agent,0.3,3
"Royal Drive, London, N11",N11,3800,4384,Long term,Furnished,Ask agent,Apartment,2.0,2.0,Ask agent,0.7,3
"Colindale Gardens, Colindale, London, NW9",NW9,1850,2135,Long term,Unfurnished,Ask agent,Flat,1.0,1.0,532 sq ft,0.7,3
"Ormiston Grove, Shepherd's Bush, London, W12",W12,3500,808,Short term,Ask agent,Ask agent,Flat,2.0,1.0,728 sq ft,0.5,3
"Chalcot Square, 
Primrose Hill, NW1",NW1,3250,3750,Long term,Furnished,Ask agent,Flat,2.0,1.0,Ask agent,0.4,3
"Moorhen Drive, Hendon, London, NW9",NW9,2500,2885,Long term,Unfurnished,Ask agent,Flat,2.0,2.0,742 sq ft,0.7,3
"Colindale Gardens, Colindale, London, NW9",NW9,1900,2193,Long term,Unfurnished,Ask agent,Flat,1.0,,618 sq ft,0.8,3
"Emperor's Gate, South Kensington, London, SW7",SW7,4009,4625,Long term,Furnished,Ask agent,Flat,3.0,2.0,936 sq ft,0.4,3
"Claverton Street, London, UK, SW1V",SW1V,3250,3750,Long term,Furnished,Ask agent,Apartment,2.0,2.0,Ask agent,0.4,3
"Wembley Park, Wembley Park, Wembley, HA9",HA9,2600,3000,Long term,Furnished,Ask agent,Flat,2.0,2.0,714 sq ft,0.5,3
"Auriol Road, Hammersmith, W14",W14,2340,2700,Long term,Furnished,Ask agent,Flat,1.0,1.0,Ask agent,0.3,3
"Navigation Point, N17",N17,2600,3000,Long term,Unfurnished,Ask agent,Apartment,2.0,2.0,Ask agent,0.5,3
"Shepherds Bush, Shepherd's Bush, London, W12",W12,1350,1558,Long term,Part furnished,Ask agent,Studio,,1.0,198 sq ft,0.2,3
"Stratton Close, Edgware, Harrow, HA8",HA8,1600,1846,Long term,Unfurnished,Ask agent,Apartment,1.0,1.0,Ask agent,0.6,3
"The Ridgeway, Enfield, EN2",EN2,1650,1903,Long term,Unfurnished,Ask agent,Flat,2.0,2.0,Ask agent,0.6,3
"Bourdon Street, Mayfair, London, W1K",W1K,16683,0,Long term,Ask agent,Ask agent,Apartment,3.0,2.0,"1,375 sq ft",0.4,3
"Kensington, London, W14",W14,3095,0,Long term,Furnished,Ask agent,Flat,2.0,2.0,764 sq ft,0.3,3
"Manor Vale, London, TW8",TW8,1647,1903,Long term,Part furnished,Ask agent,Flat,2.0,1.0,750 sq ft,0.5,3
"Hazellville Road, London, N19",N19,2100,2423,Long term,Furnished,Ask agent,Flat,3.0,1.0,Ask agent,0.6,3
"Harley Street, Marylebone, W1G",W1G,2210,0,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Apartment,1.0,1.0,Ask agent,0.2,3
"Nottingham Place, Marylebone, London, W1U",W1U,13000,15000,Long term,Part furnished,Ask agent,Flat,5.0,3.0,"1,537 sq ft",0.3,3
"UNCLE Stockwell,  Courland Grove, SW8",SW8,1500,0,Long term,Furnished,Ask agent,Studio,,1.0,232 sq ft,0.4,3
"Albert Embankment, London, UK, SE1",SE1,4333,5000,Long term,Furnished,Ask agent,Apartment,2.0,2.0,Ask agent,1.8,3
"Pearscroft Road, Fulham, London, SW6",SW6,2700,3115,,Unfurnished,Ask agent,Apartment,3.0,1.0,Ask agent,0.4,3
"Abbey Road, London, NW8",NW8,6500,0,Long term,Furnished,Ask agent,Flat,2.0,2.0,Ask agent,0.4,3
"Ascot Road, Watford, WD18",WD18,1495,0,Long term,Furnished,Ask agent,Apartment,1.0,1.0,Ask agent,0.7,3
"Bramah House, Gatliff Road, London, SW1W",SW1W,2665,3075,Long term,Furnished,Ask agent,Flat,1.0,1.0,Ask agent,0.6,3
"Powerhouse Lane, Hayes, Middlesex, UB3",UB3,1740,1600,Long term,Furnished,Ask agent,Apartment,1.0,1.0,Ask agent,1.4,3
"UNCLE Stockwell,  Courland Grove, SW8",SW8,1400,0,Long term,Furnished,Ask agent,Studio,,1.0,Ask agent,0.4,3
"Clayton Field, London, NW9",NW9,1733,0,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,End of Terrace,3.0,,772 sq ft,0.6,3
"Fulham Road, Fulham Broadway, London, SW6",SW6,1500,1731,Long term,Furnished,Ask agent,Flat,1.0,1.0,248 sq ft,0.4,3
"Mitford Building, Fulham Broadway, London, SW6",SW6,2449,2825,Long term,Furnished,Ask agent,Flat,1.0,1.0,404 sq ft,0.4,3
"Lancaster Gate, London, W2.",W2.,12783,17700,Long term,Furnished,Ask agent,Apartment,5.0,3.0,Ask agent,0.3,3
"UNCLE Stockwell,  Courland Grove, SW8",SW8,1290,0,Long term,Furnished,Ask agent,Studio,,1.0,239 sq ft,0.4,3
"Finborough Road, London, SW10",SW10,2492,2875,Long term,Furnished,Ask agent,Apartment,1.0,1.0,577 sq ft,0.3,3
"Queen's Gate Terrace, London, SW7",SW7,2150,0,Long term,Furnished,Ask agent,Flat,1.0,1.0,Ask agent,0.4,3
"Agamemnon Road, West Hampstead, London, NW6",NW6,2275,2625,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Flat,2.0,1.0,640 sq ft,0.5,3
"King Georges Avenue, Watford, WD18",WD18,1060,1223,Long term,Furnished,Ask agent,Studio,,1.0,Ask agent,0.9,3
"Highgate Hill, London, N19",N19,1600,1846,Long term,Furnished,Ask agent,Studio,,1.0,Ask agent,0.3,3
"Weymouth Street, Marylebone, London, W1W",W1W,10400,14400,Long term,Furnished,Ask agent,Apartment,3.0,2.0,Ask agent,0.2,3
"Florence Street, London, NW4",NW4,1350,1558,Long term,Furnished,Ask agent,Flat,1.0,1.0,Ask agent,0.8,3
"Blenheim Court, London, NW4",NW4,1995,2302,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Flat,2.0,2.0,Ask agent,0.9,3
"Stanlake Road, London, W12",W12,1850,2135,Long term,Furnished,Ask agent,Flat,2.0,1.0,Ask agent,0.2,3
"Wilton House, London, W13",W13,2550,2942,Long term,Unfurnished,Ask agent,Maisonette,3.0,2.0,Ask agent,0.5,3
"Cornwall Gardens, London, SW7",SW7,5499,0,Long term,Unfurnished,Ask agent,Apartment,3.0,2.0,Ask agent,0.4,3
"The Dumont, 27 Albert Embankment, SE1",SE1,5200,7200,Long term,Ask agent,Ask agent,Apartment,2.0,2.0,"1,387 sq ft",0.5,3
"Southbank Place, 4 York Road, London, SE1",SE1,3485,4022,Long term,Furnished,Ask agent,Apartment,1.0,1.0,624 sq ft,0.2,3
"Priory Road, London, NW6",NW6,2000,0,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Flat,2.0,1.0,538 sq ft,0.4,3
"Southbank Tower, London, SE1",SE1,3958,4567,Long term,Furnished,Ask agent,Apartment,1.0,1.0,618 sq ft,0.3,3
"St. George Wharf, Vauxhall, London, SW8",SW8,2500,0,Long term,Furnished,Ask agent,Apartment,1.0,1.0,Ask agent,0.3,3
"Milespit Hill, London, NW7",NW7,2500,2885,Long term,Unfurnished,Ask agent,Semi-Detached,3.0,1.0,Ask agent,1.1,3
"Maplin Park, Slough, SL3",SL3,1250,1800,,Unfurnished,Ask agent,Flat,2.0,1.0,Ask agent,1.3,3
"Harwood Terrace, London, SW6",SW6,4800,5538,Long term,Unfurnished,Ask agent,Terraced,4.0,2.0,Ask agent,0.4,3
"Mercantile House, Market Square, Uxbridge, UB8",UB8,1230,1419,Long term,Furnished,Ask agent,Studio,,1.0,399 sq ft,1.2,3
"Mercantile House, Market Square, Uxbridge, UB8",UB8,1220,1407,Long term,Furnished,Ask agent,Studio,,1.0,399 sq ft,1.2,3
"Bull Inn Court, Covent Garden, London, WC2R",WC2R,3250,3750,Long term,Furnished,Ask agent,Flat,1.0,1.0,Ask agent,0.2,3
"Fairfield South, Kingston upon Thames, KT1",KT1,1000,1223,Long term,Ask agent,Ask agent,Apartment,,,Ask agent,0.6,3
"Fairfield South, Kingston upon Thames, KT1",KT1,1100,1309,Long term,Unfurnished,Ask agent,Apartment,,,Ask agent,0.6,3
"Manstone Road, Kilburn, NW2",NW2,1127,1096,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Flat,,1.0,Ask agent,0.5,3
"Manstone Road, Kilburn, NW2",NW2,1170,1025,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Flat,,1.0,205 sq ft,0.5,3
"Gasholder Place, Oval Village, London, SE11",SE11,2232,0,Long term,Furnished,Ask agent,Flat,,1.0,Ask agent,0.3,3
"Wallingford Avenue, London, W10",W10,10833,0,Long term,Unfurnished,Ask agent,Terraced,4.0,3.0,Ask agent,0.5,3
"Opus House, Postmark, London, WC1X",WC1X,4600,0,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Apartment,2.0,2.0,Ask agent,0.5,3
"Nine Elms Lane, London, SW11",SW11,2688,0,Long term,Unfurnished,Ask agent,Studio,,1.0,554 sq ft,0.4,3
"Fitzjohns Avenue, Hampstead, NW3",NW3,4498,6230,Long term,Unfurnished,Ask agent,Flat,2.0,2.0,Ask agent,0.4,3
"Damac Tower, Bondway, London, SW8",SW8,12497,0,Long term,Furnished,Ask agent,Apartment,3.0,3.0,Ask agent,0.3,3
"St. Martin's Place, 
Charing Cross, WC2N",WC2N,5200,2400,Short term,Furnished,Ask agent,Flat,1.0,1.0,510 sq ft,0.2,3
"Haverstock Hill, London, NW3",NW3,2250,2596,Long term,Furnished,Ask agent,Flat,1.0,1.0,Ask agent,0.3,3
"Chalfont Avenue, Little Chalfont, Amersham, HP6",HP6,1700,1962,Long term,Unfurnished,Ask agent,Maisonette,2.0,1.0,Ask agent,1.4,3
"Woodberry Avenue, Harrow, HA2",HA2,1850,2135,Long term,Unfurnished,Ask agent,Flat,2.0,1.0,Ask agent,0.7,3
"London, London, NW10",NW10,1200,1385,Long term,Furnished,Ask agent,House Share,1.0,1.0,Ask agent,0.7,3
"Dara House, London, NW9",NW9,1500,1731,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Flat,1.0,1.0,Ask agent,0.7,3
"Electric Boulevard, London, SW11",SW11,2650,3058,Long term,Furnished,Ask agent,Flat,1.0,1.0,Ask agent,0.2,3
"Empire Square, London, SE1",SE1,2500,2885,Long term,Furnished,Ask agent,Flat,1.0,1.0,Ask agent,0.3,3
"Emu Road, Battersea, SW8",SW8,2300,2653,Long term,Ask agent,Ask agent,,2.0,1.0,Ask agent,0.4,3
"Stamford Grove West, London, N16",N16,1725,1990,Long term,Unfurnished,Ask agent,Flat,1.0,1.0,Ask agent,0.5,3
"Fawley Road, West Hampstead, NW6",NW6,1387,1250,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Studio,,1.0,205 sq ft,0.2,3
"Hebden Place, Nine Elms Point, SW8",SW8,2925,0,Long term,Furnished,Ask agent,Apartment,1.0,1.0,Ask agent,0.4,3
"Archway Mews, London, SW15",SW15,1595,1840,Long term,Furnished,Ask agent,Studio,,1.0,Ask agent,0.3,3
"Penywern Road, London, SW5",SW5,1500,1731,Long term,Furnished,Ask agent,Flat,1.0,1.0,Ask agent,0.3,3
"Clarewood Court,  Crawford Street, Marylebone, London, W1H",W1H,5417,7500,Long term,Furnished,Ask agent,Flat,3.0,2.0,Ask agent,0.2,3
"Philbeach Gardens, London, SW5",SW5,4000,4615,Long term,Furnished,Ask agent,Penthouse,3.0,2.0,Ask agent,0.3,3
"Golders Way, Golders Green, NW11",NW11,1250,1442,Long term,Ask agent,Ask agent,Apartment,1.0,1.0,Ask agent,0.7,3
"Grosvenor Waterside, Gatliff Road, SW1W",SW1W,6197,8584,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Apartment,3.0,2.0,Ask agent,0.6,3
"Hazelbourne Road, Clapham South, London, SW12",SW12,2297,0,Long term,Furnished,Ask agent,Flat,2.0,1.0,Ask agent,0.5,3
"Percy Road, London, W12",W12,1150,1327,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Studio,,1.0,Ask agent,0.6,3
"Pattison House, London, SE1",SE1,2100,2423,Long term,Furnished,Ask agent,Flat,2.0,1.0,Ask agent,0.3,3
"Linden Road, Hampton, TW12",TW12,2700,2700,Long term,Unfurnished,Ask agent,Terraced,3.0,3.0,Ask agent,1.1,3
"Albion Riverside Building, Hester Road, SW11",SW11,8667,12000,Long term,Furnished,Ask agent,Apartment,3.0,3.0,"2,067 sq ft",0.9,3
"Brewhouse Yard, EC1V",EC1V,2950,0,Long term,Furnished,Ask agent,Apartment,1.0,1.0,Ask agent,0.4,3
"Quentin House, Gray Street, London, SE1",SE1,3250,3750,Long term,Furnished,Ask agent,Apartment,3.0,2.0,737 sq ft,0.2,3
"Glassworks, Greenford, Middlesex, UB6",UB6,1583,0,Long term,Furnished,Ask agent,Studio,,1.0,430 sq ft,0.6,3
"Cottage Close, Harrow, HA2",HA2,2750,3173,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Penthouse,2.0,2.0,Ask agent,0.7,3
"Pinner Road, Watford, Hertfordshire, WD19",WD19,1650,1903,Long term,Unfurnished,Ask agent,Terraced,2.0,1.0,Ask agent,0.7,3
"Holst Mansions, 96 Wyatt Drive, Barnes, London, SW13",SW13,3650,4211,Long term,Unfurnished,Ask agent,Apartment,2.0,2.0,Ask agent,0.7,3
"Grosvenor Waterside, Chelsea, SW1W",SW1W,4199,5815,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Flat,2.0,2.0,Ask agent,0.6,3
"Olympic Way, Wembley, Middlesex, HA9",HA9,2095,0,Long term,Furnished,Ask agent,Flat,1.0,,570 sq ft,0.6,3
"The Polygon, Clapham Common, London, SW4",SW4,2500,2884,Long term,Furnished,Ask agent,Flat,2.0,2.0,785 sq ft,0.4,3
"Brecon Court, Lampton Parkside, TW3",TW3,1950,2308,Long term,Furnished,Ask agent,,2.0,2.0,Ask agent,0.5,3
"Damac Tower, Vauxhall, London, SW8",SW8,3120,0,Long term,Furnished,Ask agent,Apartment,1.0,1.0,Ask agent,0.3,3
"Old Brompton Road, SW5",SW5,2250,0,Long term,Furnished,Ask agent,Flat,1.0,1.0,Ask agent,0.3,3
"The Mount Square, 
Hampstead, NW3",NW3,2850,3288,Long term,Unfurnished,Ask agent,End of Terrace,2.0,1.0,600 sq ft,0.5,3
"Brooks Mews, 
Mayfair, W1K",W1K,2925,3375,Long term,Furnished,Ask agent,Flat,1.0,1.0,520 sq ft,0.3,3
"Machine Works House, Pressing Lane, Hayes, UB3",UB3,1900,2192,Long term,Unfurnished,Ask agent,Apartment,2.0,2.0,Ask agent,1.4,3
"Chamberlayne Road, London, NW10",NW10,2200,2538,Long term,Furnished,Ask agent,Apartment,2.0,1.0,Ask agent,0.4,3
"9 Millbank, Westminster, SW1P",SW1P,3200,4557,Long term,Furnished,Ask agent,Apartment,1.0,1.0,431 sq ft,0.3,3
"Carfax Road, Hayes, Greater London, UB3",UB3,900,0,Long term,Furnished,Ask agent,Apartment,,1.0,Ask agent,1.5,3
"Manners House, 13 Brook Street, Kingston Upon Thames, KT1",KT1,2995,3455,Long term,Furnished,Ask agent,Apartment,2.0,2.0,969 sq ft,0.6,3
"The mount Square, Hampstead, NW3",NW3,2850,0,Long term,Unfurnished,Ask agent,Apartment,2.0,2.0,Ask agent,0.5,3
"Hand Axe Yard, St Pancras Place, Kings Cross, WC1X",WC1X,3358,0,Long term,Furnished,Ask agent,Duplex,2.0,1.0,731 sq ft,0.2,3
"North End Road, London, NW11",NW11,3000,3461,Long term,Unfurnished,Ask agent,Flat,3.0,1.0,"1,234 sq ft",0.8,3
"Berkshire, SLOUGH, SL3",SL3,1750,2019,,Unfurnished,Ask agent,Apartment,2.0,1.0,Ask agent,1.5,3
"Swinton Street, Pentonville, WC1X",WC1X,1300,1500,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Studio,,1.0,Ask agent,0.3,3
"Cowley Road, Uxbridge, UB8",UB8,850,0,Long term,Part furnished,Ask agent,,1.0,1.0,Ask agent,1.4,3
"Fountain House, The Boulevard, London, SW6",SW6,5997,8307,Long term,Furnished,Ask agent,Flat,3.0,3.0,Ask agent,0.6,3
"Dandi Brondesbury, Willesden Lane, London, NW2",NW2,1400,1730,Long term,Furnished,Ask agent,Studio,,1.0,320 sq ft,0.4,3
"Elvaston Place, South Kensington, SW7",SW7,3683,4250,Long term,Furnished,Ask agent,Flat,2.0,2.0,Ask agent,0.4,3
"Henry Macaulay Avenue, Kingston Upon Thames, KT2",KT2,4000,4615,Long term,Ask agent,Ask agent,Apartment,2.0,2.0,"1,184 sq ft",0.5,3
"Vernon Court, Hendon Way, NW2",NW2,2000,2308,Long term,Furnished,Ask agent,Apartment,1.0,1.0,Ask agent,0.8,3
"Monica Shaw Court, Purchese Street, London, NW1",NW1,4350,4000,,Furnished,Ask agent,Apartment,4.0,1.0,Ask agent,0.3,3
"Olympic Way, Wembley, Middlesex, HA9",HA9,1695,0,Long term,Furnished,Ask agent,Studio,,,404 sq ft,0.6,3
"Bowness Crescent, SW15",SW15,4000,0,Short term,Furnished,Ask agent,House,3.0,2.0,Ask agent,1.7,3
"New North Street, London, Greater London, WC1N",WC1N,3250,0,,Furnished,Ask agent,Apartment,2.0,1.0,850 sq ft,0.3,3
"Crooked Billet, SW19",SW19,3750,0,Short term,Furnished,Ask agent,House,2.0,1.0,Ask agent,0.9,3
"Homefield Road, SW19",SW19,3000,0,Short term,Furnished,Ask agent,Flat,2.0,1.0,Ask agent,0.7,3
"Tallow Road, TW8",TW8,2350,2710,Long term,Furnished,Ask agent,Apartment,2.0,2.0,857 sq ft,0.6,3
"St. Johns Wood High Street, London, NW8",NW8,2747,3173,Long term,Part furnished,Ask agent,Flat,2.0,2.0,Ask agent,0.6,3
"Egerton Court, Old Brompton Road, South Kensington, London, SW7",SW7,2999,3460,Long term,Furnished,Ask agent,Flat,2.0,1.0,Ask agent,0.4,3
"Kew Road, TW9",TW9,2300,0,Long term,Furnished,Ask agent,Flat,2.0,1.0,Ask agent,0.6,3
"Fellows Road, Swiss Cottage, London, NW3",NW3,1750,2019,Long term,Furnished,Ask agent,Apartment,1.0,1.0,Ask agent,0.4,3
"Olympic Way, Wembley, Middlesex, HA9",HA9,1995,0,Long term,Furnished,Ask agent,Flat,1.0,1.0,592 sq ft,0.6,3
"Crookham Road, London, SW6",SW6,2050,2365,Long term,Unfurnished,Ask agent,Apartment,2.0,1.0,Ask agent,0.4,3
"North End House, 
Fitzjames Avenue, W14",W14,6300,8723,Long term,Furnished,Ask agent,Flat,3.0,3.0,"1,722 sq ft",0.3,3
"Mortlake High Street, 
East Sheen, SW14",SW14,4500,5192,Long term,Unfurnished,Ask agent,Flat,3.0,3.0,Ask agent,0.5,3
"Euston Road, London, NW1",NW1,2700,3115,Long term,Furnished,Ask agent,Apartment,1.0,1.0,Ask agent,0.2,3
"Gibbs Green, West Kensington, London, W14",W14,2100,2300,Long term,Unfurnished,Ask agent,Flat,2.0,1.0,Ask agent,0.3,3
"Old Brompton Road, 
Earls Court, SW5",SW5,3965,4575,Long term,Part furnished,Ask agent,Flat,2.0,2.0,922 sq ft,0.4,3
"Melrose Avenue, Willesden Green, NW2",NW2,1625,1960,Long term,Part furnished,Ask agent,Flat,1.0,1.0,523 sq ft,0.5,3
"Olympic Way, Wembley, Middlesex, HA9",HA9,1895,0,Long term,Furnished,Ask agent,Flat,1.0,,570 sq ft,0.6,3
"Trewint Street, London, SW18",SW18,1445,0,Long term,Furnished,Ask agent,Studio,,1.0,Ask agent,0.5,3
"Olympic Way, Wembley, Middlesex, HA9",HA9,2045,0,Long term,Furnished,Ask agent,Flat,1.0,,538 sq ft,0.6,3
"Fulham Road, London, SW3",SW3,4550,6300,Long term,Furnished,Ask agent,Flat,2.0,1.0,Ask agent,2.1,3
"Euston Road, London, NW1",NW1,2470,2850,Long term,Furnished,Ask agent,Apartment,,1.0,Ask agent,0.2,3
"Wincanton Road, London, SW18",SW18,13000,0,Short term,Furnished,Ask agent,Terraced,3.0,2.0,"1,574 sq ft",0.6,3
"Olympic Way, Wembley, Middlesex, HA9",HA9,2045,0,Long term,Furnished,Ask agent,Flat,1.0,,630 sq ft,0.6,3
